track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_popular
GAVIOTA AVENTURERA,Los Ilegales del Bravo,0.857,0.489,-10.495,1,9,0.0769,0.428,0.189,0.134,0.903,112.751,199924,False
POR QUE TE VAS,Los Ilegales del Bravo,0.672,0.604,-12.212,0,5,0.157,0.614,0.0735,0.18,0.974,185.23,125109,False
NUESTRO JURAMENTO,Los Ilegales del Bravo,0.889,0.392,-14.521,1,9,0.0814,0.563,0.0862,0.105,0.901,113.275,161193,False
LOS DOS AMANTES,Los Ilegales del Bravo,0.668,0.365,-13.34,1,10,0.476,0.703,0.00126,0.0579,0.918,200.822,145682,False
LA LLEGUA CEBRUNA,Los Ilegales del Bravo,0.937,0.42,-13.168,1,7,0.0582,0.545,0.121,0.191,0.931,111.55,211905,False
Don't Move,J-Wonn,0.811,0.71,-7.416,0,8,0.0689,0.0351,0.0,0.46,0.788,108.008,235024,False
Close Ya Teefs Slowed,Ruff Maab,0.917,0.318,-13.449,1,1,0.176,0.407,0.0249,0.0778,0.58,102.253,264033,False
Dead Wrong No Biggie Slowed,Ruff Maab,0.895,0.318,-17.154,1,1,0.488,0.146,0.161,0.0776,0.608,126.048,263031,False
Half a Brick Slowed,Ruff Maab,0.948,0.156,-26.548,1,7,0.163,0.0586,0.429,0.0943,0.536,101.703,255701,False
Hook Storm Slowed,Ruff Maab,0.925,0.396,-14.493,1,1,0.471,0.522,0.0777,0.103,0.514,97.962,240957,False
If I Was Poor Slowed,Ruff Maab,0.844,0.207,-23.435,1,1,0.134,0.259,0.00101,0.089,0.734,121.858,236669,False
If U Wanna Slowed,Ruff Maab,0.97,0.268,-21.122,1,1,0.16,0.0907,0.0341,0.0938,0.884,106.394,258562,False
Leave Him Dead Slowed,Ruff Maab,0.88,0.24,-20.226,1,6,0.452,0.471,0.00016,0.0871,0.657,140.07,253910,False
Long Roads Slowed,Ruff Maab,0.695,0.429,-14.197,0,10,0.21,0.168,0.0288,0.0835,0.777,207.371,261125,False
Who Got It Poppin Slowed,Ruff Maab,0.944,0.0819,-22.973,0,10,0.142,0.0566,0.00128,0.0784,0.782,98.012,260820,False
Threats to You All Slowed,Ruff Maab,0.929,0.385,-17.481,1,8,0.402,0.0832,0.22,0.0852,0.607,126.031,260961,False
The Science Revealed Slowed,Ruff Maab,0.867,0.305,-12.73,1,1,0.431,0.0355,0.0192,0.139,0.363,130.178,248918,False
The Ladder Slowed,Ruff Maab,0.907,0.207,-20.909,1,1,0.556,0.0488,0.0464,0.0959,0.773,145.585,222821,False
The Great Life Slowed,Ruff Maab,0.922,0.243,-20.82,1,1,0.217,0.5,0.000259,0.051,0.822,93.8,222175,False
Searching for Them Bustas Slowed,Ruff Maab,0.97,0.253,-11.212,0,11,0.34,0.00863,0.00332,0.062,0.681,109.217,255287,False
Report Sheets Slowed,Ruff Maab,0.789,0.464,-20.692,0,0,0.916,0.274,0.00178,0.0913,0.852,155.515,255514,False
Front Teeth Slowed,Ruff Maab,0.806,0.555,-14.013,0,0,0.847,0.509,0.0128,0.1,0.512,75.776,257454,False
Looking over My Shoulder Slowed,Ruff Maab,0.914,0.193,-13.981,1,6,0.13,0.031,0.00188,0.0835,0.468,103.71,261125,False
Loose Goon Energy Slowed,Ruff Maab,0.817,0.286,-23.088,1,7,0.477,0.11,0.295,0.118,0.544,156.282,246082,False
Man Down Again Slowed,Ruff Maab,0.849,0.311,-20.038,1,9,0.878,0.233,0.0019,0.0523,0.797,75.644,245612,False
Never Losing Slowed,Ruff Maab,0.951,0.221,-21.069,1,1,0.29,0.085,0.0038,0.0417,0.733,104.986,257479,False
The Storm of Our Lives 2,Tim Soucy,0.191,0.719,-13.396,1,0,0.0876,3.69e-05,0.0,0.179,0.606,87.045,123487,False
Funkin One,Tim Soucy,0.642,0.561,-12.981,1,7,0.0348,0.359,0.799,0.134,0.311,130.017,267534,False
Jazzy June 2,Tim Soucy,0.679,0.736,-10.104,1,5,0.0305,0.0426,0.505,0.313,0.637,104.98,212364,False
Metalogic 2,Tim Soucy,0.516,0.839,-6.483,0,6,0.0347,5.61e-05,0.321,0.0692,0.402,89.991,214438,False
Palm Blues,Tim Soucy,0.157,0.438,-17.498,0,11,0.0775,0.113,0.777,0.0802,0.457,54.645,434633,False
Pop Goes the Drum,Tim Soucy,0.583,0.588,-15.331,1,7,0.0716,0.0119,0.154,0.0828,0.524,145.219,200066,False
The Nicest Dude,Tim Soucy,0.625,0.492,-13.391,1,1,0.103,0.00191,0.883,0.421,0.328,193.427,325810,False
Sexy B,Tim Soucy,0.744,0.711,-10.34,1,8,0.0511,0.00454,0.122,0.0702,0.844,80.003,292031,False
Metalogic,Tim Soucy,0.416,0.794,-7.674,0,6,0.0598,4.6e-05,0.407,0.0789,0.411,180.075,214438,False
Wah Halo,Tim Soucy,0.212,0.588,-15.591,1,0,0.0701,0.107,0.939,0.301,0.498,190.104,344464,False
Surface Fish,Tim Soucy,0.373,0.32,-15.13,0,4,0.0345,0.338,0.85,0.101,0.221,100.072,155631,False
Maldita Suerte,Los Traficantes Del Norte,0.485,0.803,-2.784,1,10,0.0375,0.585,1.29e-06,0.0729,0.816,172.02,208027,False
Que Dios Te Perdone,Los Traficantes Del Norte,0.638,0.892,-3.484,1,7,0.036,0.431,0.000751,0.31,0.704,122.273,204947,False
Te Cerre Mi Corazón,Los Traficantes Del Norte,0.473,0.83,-3.942,1,2,0.0312,0.417,0.0,0.151,0.532,106.316,176387,False
Charola de Plata,Los Traficantes Del Norte,0.685,0.859,-2.632,1,10,0.0462,0.356,0.0,0.24,0.891,122.696,178453,False
Juan Flores El Gavilán,Los Traficantes Del Norte,0.611,0.871,-3.306,1,10,0.0344,0.535,0.000112,0.132,0.815,111.449,185947,False
El Verdugo de Chihuahua,Los Traficantes Del Norte,0.587,0.896,-3.085,1,10,0.0372,0.337,6.86e-05,0.144,0.865,128.897,229387,False
Tiempo de Vals,Los Traficantes Del Norte,0.387,0.709,-3.869,1,9,0.0368,0.47,0.0,0.112,0.457,171.501,243733,False
Falso Amor,Los Traficantes Del Norte,0.649,0.923,-3.491,1,7,0.0415,0.302,0.0,0.0781,0.689,116.921,152067,False
Karlita,Los Traficantes Del Norte,0.584,0.723,-3.687,1,10,0.0273,0.19,0.0,0.182,0.687,106.727,169840,False
El Mariposón,Los Traficantes Del Norte,0.671,0.882,-3.411,1,7,0.0497,0.304,7.89e-06,0.0651,0.963,143.074,159267,False
Trains and Winter Rains,Enya,0.623,0.392,-8.732,1,11,0.0262,0.602,0.578,0.0892,0.502,95.475,223310,False
We Back,Chalie Boy & Tite,0.764,0.698,-8.231,1,8,0.291,0.228,0.0,0.289,0.702,77.271,119798,False
Paper,Chalie Boy & Tite,0.817,0.538,-7.367,0,6,0.311,0.0279,0.0,0.299,0.425,91.618,250776,False
Fa Sho,Chalie Boy & Tite,0.788,0.587,-6.337,1,0,0.104,0.615,0.0,0.184,0.766,91.672,251141,False
Get 'Em Up,Chalie Boy & Tite,0.898,0.699,-6.297,0,4,0.261,0.0283,0.0,0.0978,0.581,91.82,136542,False
Get Back,Chalie Boy & Tite,0.856,0.643,-7.243,1,0,0.206,0.521,0.0,0.273,0.785,91.766,219794,False
A King (Remix),Chalie Boy & Tite,0.789,0.618,-8.099,0,9,0.111,0.201,0.0,0.237,0.539,91.76,219742,False
Down South,Chalie Boy & Tite,0.857,0.425,-8.517,1,1,0.391,0.0765,0.0,0.141,0.749,91.66,198687,False
Shut 'Em Down,Chalie Boy & Tite,0.864,0.522,-5.963,0,10,0.0636,0.104,0.0,0.114,0.357,91.316,159295,False
South,Chalie Boy & Tite,0.727,0.728,-6.196,1,7,0.323,0.0652,0.0,0.351,0.616,84.615,236121,False
Set Me Free,Chalie Boy & Tite,0.889,0.401,-8.148,1,7,0.373,0.00854,0.0,0.205,0.463,84.77,238289,False
We Gone Shine,Chalie Boy & Tite,0.782,0.617,-6.844,0,11,0.28,0.0448,6.78e-05,0.364,0.484,84.919,248790,False
On Fire,Chalie Boy & Tite,0.868,0.685,-8.472,1,0,0.314,0.0792,8.53e-06,0.22,0.727,84.982,179958,False
Holdin',Chalie Boy & Tite,0.872,0.426,-7.588,0,11,0.326,0.0218,0.0,0.086,0.444,84.954,226821,False
Swangin',Chalie Boy & Tite,0.793,0.511,-7.103,0,9,0.206,0.00848,0.0,0.285,0.648,84.823,237793,False
No Return,Chalie Boy & Tite,0.833,0.819,-6.084,1,8,0.119,0.112,2.68e-06,0.168,0.968,169.441,221048,False
Hot Sh..,Chalie Boy & Tite,0.872,0.662,-5.797,1,8,0.245,0.021,0.0,0.097,0.684,81.727,134766,False
Pullin' Up 2 Da Club,Chalie Boy & Tite,0.613,0.604,-7.585,1,7,0.365,0.0138,0.0,0.325,0.579,81.483,305476,False
Take It To The Alter,The Powell Boyz,0.654,0.846,-3.51,0,11,0.215,0.243,0.0,0.108,0.752,178.121,351138,False
I Made A Choice,The Powell Boyz,0.439,0.54,-7.066,1,8,0.0746,0.52,0.0,0.105,0.288,117.332,311980,False
He Will Supply,The Powell Boyz,0.383,0.803,-4.491,1,5,0.0683,0.314,0.0,0.337,0.477,109.916,359105,False
Signs Of God,The Powell Boyz,0.552,0.866,-4.282,1,0,0.107,0.128,0.0,0.325,0.716,174.075,252082,False
Paradise,The Powell Boyz,0.621,0.615,-5.8,0,6,0.0656,0.375,6.85e-06,0.117,0.792,133.854,258011,False
Show Me The Samba,Naleigha Nabeel,0.781,0.49,-11.463,1,0,0.0517,0.178,0.946,0.108,0.621,200.169,117450,False
There's A Train That Leaves Tonight,Mary Black,0.66,0.251,-14.016,1,10,0.03,0.333,2.72e-06,0.175,0.0792,120.778,237413,False
State of Heart,Mary Black,0.555,0.21,-19.538,1,2,0.0316,0.786,0.000121,0.154,0.182,120.627,286387,False
Nightime,Mary Black,0.575,0.376,-14.839,1,7,0.0468,0.872,0.0,0.0772,0.459,146.66,209253,False
The Crow on the Cradle,Mary Black,0.486,0.106,-19.187,0,8,0.0327,0.701,0.0,0.0874,0.171,97.485,228693,False
Greatest Dream,Mary Black,0.467,0.115,-18.658,0,4,0.0358,0.307,2.9e-05,0.0808,0.0388,128.638,280413,False
The Water is Wide,Mary Black,0.564,0.325,-15.299,1,2,0.0282,0.446,3.24e-05,0.238,0.413,115.758,243587,False
Ellis Island,Mary Black,0.615,0.315,-15.417,0,9,0.0255,0.457,0.0,0.144,0.183,97.574,326227,False
Strange Thing,Mary Black,0.562,0.501,-15.306,1,9,0.0331,0.324,1.03e-06,0.138,0.723,148.4,213413,False
Without the Fanfare,Mary Black,0.653,0.105,-18.569,1,9,0.0371,0.856,0.00223,0.0998,0.084,120.976,306987,False
As I Leave Behind Neidin,Mary Black,0.508,0.13,-21.172,0,8,0.0293,0.838,0.0,0.119,0.242,177.339,209120,False
Diamond Days,Mary Black,0.227,0.257,-14.889,1,9,0.0296,0.585,0.0,0.122,0.227,158.105,191560,False
Going Gone,Mary Black,0.648,0.375,-15.131,1,5,0.0361,0.463,9.37e-05,0.135,0.423,144.366,214520,False
Flirtin' With Disaster - Live Version,Molly Hatchet,0.323,0.988,-6.997,1,9,0.104,0.00599,0.489,0.967,0.191,91.31,329427,False
Whiskey Man - Live Version,Molly Hatchet,0.374,0.979,-6.002,1,7,0.0708,0.0125,0.0162,0.984,0.394,154.336,211027,False
Bounty Hunter - Live Version,Molly Hatchet,0.26,0.981,-6.041,1,2,0.062,0.0182,0.393,0.988,0.129,179.635,184933,False
Beatin' The Odds - Live Version,Molly Hatchet,0.294,0.962,-7.339,1,2,0.0587,0.0947,0.0513,0.996,0.302,175.65,216613,False
Satisfied Man - Live Version,Molly Hatchet,0.486,0.979,-6.679,1,4,0.0495,0.0117,0.0492,0.979,0.302,129.412,287453,False
Fall Of The Peacemakers - Live Version,Molly Hatchet,0.216,0.943,-10.619,1,2,0.0781,0.0127,0.494,0.947,0.533,160.345,425613,False
Boogie No More - Live Version,Molly Hatchet,0.153,0.991,-7.372,1,5,0.15,0.000148,0.298,0.974,0.0578,84.456,445107,False
"Dreams I'll Never See - Live at The Palladium, Los Angeles, CA, Feb 23 1982",Molly Hatchet,0.465,0.964,-5.872,1,2,0.047,0.0331,0.149,0.97,0.255,109.516,423973,False
"It's All Over Now - Live at The Palladium, Los Angeles, CA, Feb 23 1982",Molly Hatchet,0.416,0.982,-5.1,1,9,0.0456,0.00439,0.348,0.983,0.223,109.047,222800,False
"Gator Country - Live at The Palladium, Los Angeles, CA, Feb 23 1982",Molly Hatchet,0.412,0.978,-5.917,1,7,0.0397,0.00268,0.11,0.979,0.358,93.547,387400,False
"Lady Luck - Live at The Palladium, Los Angeles, CA, Feb 23 1982",Molly Hatchet,0.522,0.961,-5.033,1,9,0.0436,0.0969,0.00586,0.974,0.716,114.069,253960,False
"Bloody Reunion - Live at The Palladium, Los Angeles, CA, Feb 23 1982",Molly Hatchet,0.309,0.977,-5.3,0,0,0.0749,0.0228,0.459,0.944,0.302,162.307,257533,False
Homegrown,Kapena,0.626,0.715,-8.538,1,7,0.0375,0.239,0.00154,0.0798,0.855,180.094,267733,False
Lost In Love,Kapena,0.715,0.571,-9.963,1,7,0.0302,0.684,0.000934,0.0768,0.651,117.961,261373,False
Sixteen,Kapena,0.755,0.425,-8.859,1,7,0.062,0.0569,0.00395,0.0908,0.455,149.965,232827,False
Glittery eyes,Kapena,0.708,0.814,-7.411,1,9,0.0445,0.0174,6.53e-05,0.141,0.903,147.948,262267,False
You Poured Sugar On Me,Kapena,0.689,0.726,-7.028,1,9,0.05,0.225,0.00509,0.122,0.683,79.942,296067,False
Everlasting Lover,Kapena,0.9,0.697,-6.094,1,9,0.0618,0.0316,0.058,0.118,0.906,141.996,257067,False
I Cross My Heart,Kapena,0.635,0.466,-8.45,1,3,0.0263,0.201,1.77e-05,0.0799,0.404,124.034,263720,False
Rua Kenana,Kapena,0.785,0.549,-7.415,1,7,0.0477,0.411,0.000621,0.0749,0.814,141.032,293747,False
Tropical Lady,Kapena,0.662,0.858,-7.717,0,6,0.0299,0.145,0.00128,0.256,0.828,132.032,277627,False
Gin Gan Goolie/The More We Get Together,Kapena,0.715,0.828,-8.046,1,7,0.0683,0.0139,2.04e-05,0.0409,0.655,100.006,269667,False
Won't Stop Now,Kapena,0.704,0.525,-9.33,1,9,0.239,0.238,0.0,0.343,0.491,80.015,224267,False
Champion,Kapena,0.644,0.735,-8.291,1,7,0.0419,0.146,0.00467,0.0651,0.856,169.349,277760,False
The Pinnacle,Wampeters,0.379,0.554,-12.729,0,4,0.0369,0.00204,0.0321,0.157,0.512,132.063,133227,False
Shape Of Things,Wampeters,0.459,0.684,-12.44,1,5,0.0317,0.0437,0.00199,0.0961,0.606,105.599,229013,False
Love Song,Wampeters,0.25,0.864,-10.011,1,9,0.0625,0.00413,0.574,0.103,0.395,147.845,203933,False
Dying Ember,Wampeters,0.39,0.837,-10.168,1,8,0.0487,0.00157,0.00196,0.269,0.69,123.342,235107,False
How It Is,Wampeters,0.279,0.626,-11.483,1,9,0.0325,0.00496,0.00356,0.0835,0.536,146.272,196800,False
Steam,Wampeters,0.52,0.442,-13.857,1,5,0.0342,0.0182,0.00453,0.147,0.176,115.69,224480,False
Outside,Wampeters,0.489,0.563,-12.065,1,0,0.0275,0.00237,0.568,0.0566,0.253,103.713,272200,False
Throwing The Dog A Bone,Wampeters,0.248,0.431,-9.702,1,9,0.0338,0.0115,0.000159,0.105,0.252,127.952,236853,False
Both Worlds,Wampeters,0.55,0.566,-12.562,1,4,0.0281,0.484,0.00156,0.127,0.525,95.391,218213,False
(Keep Up With) Mr. Jones,Wampeters,0.566,0.609,-12.667,0,5,0.0729,0.418,2.07e-05,0.106,0.898,101.603,146987,False
Get Me On A Train,Wampeters,0.575,0.515,-13.305,0,11,0.0363,0.000133,1.2e-06,0.126,0.806,101.177,131493,False
Sunday 3 A.M.,Wampeters,0.24,0.785,-12.783,1,2,0.136,0.012,0.000117,0.182,0.444,149.913,256533,False
Ballad of Fallen Angels,LaShaun Love,0.769,0.728,-6.247,0,9,0.329,0.172,0.0,0.0573,0.689,171.28,135000,False
Coping Strategies,Son of Faust,0.681,0.111,-15.39,0,7,0.0446,0.868,0.846,0.137,0.14,83.989,171429,False
Brooklyn Elegy,The Jazz Thieves,0.62,0.424,-11.036,0,6,0.0687,0.42,0.00238,0.0851,0.453,80.214,191000,False
I'm Hopeful,The Jazz Thieves,0.347,0.405,-9.361,1,7,0.0376,0.542,0.00952,0.29,0.482,203.784,226160,False
Lullaby for 26,The Jazz Thieves,0.5,0.255,-10.231,1,4,0.0386,0.943,0.0137,0.151,0.126,91.757,247920,False
You'll Turn out OK,The Jazz Thieves,0.4,0.388,-10.312,1,5,0.0448,0.487,0.0362,0.0992,0.528,200.948,214853,False
Cayuga,The Jazz Thieves,0.278,0.213,-13.998,1,0,0.042,0.728,0.00191,0.0919,0.152,75.769,298707,False
Aftermath of a Bar Fight,The Jazz Thieves,0.489,0.159,-13.052,1,2,0.0365,0.968,0.00247,0.095,0.214,121.164,255867,False
Friday,The Jazz Thieves,0.533,0.349,-13.075,0,5,0.0315,0.762,0.0101,0.0888,0.707,140.305,211640,False
Same Slang,HYPE TOWN DJS,0.888,0.277,-13.211,1,10,0.273,0.00137,3.12e-05,0.0814,0.369,78.997,182416,False
Crash And Dash,HYPE TOWN DJS,0.827,0.3,-17.269,1,7,0.448,0.0465,1.9e-06,0.112,0.76,145.914,176499,False
Aint Ready For Me,HYPE TOWN DJS,0.799,0.24,-20.723,1,8,0.781,0.0133,0.0,0.106,0.654,163.865,173444,False
Reap Life,HYPE TOWN DJS,0.741,0.667,-16.144,0,11,0.86,0.0778,1.29e-05,0.0393,0.737,73.238,171803,False
Plot Twist,HYPE TOWN DJS,0.765,0.636,-13.698,0,6,0.288,0.00237,0.0,0.198,0.834,174.048,172385,False
Stiff Moves,HYPE TOWN DJS,0.923,0.178,-27.396,1,11,0.822,0.0581,0.0,0.297,0.932,145.195,171366,False
Whip Game,HYPE TOWN DJS,0.828,0.527,-10.521,0,4,0.0469,0.0127,0.0732,0.129,0.638,95.988,174243,False
Bombs Away,HYPE TOWN DJS,0.904,0.242,-16.314,1,0,0.454,0.161,0.0,0.0717,0.905,87.972,170998,False
And What,HYPE TOWN DJS,0.932,0.148,-21.336,1,7,0.383,0.00298,4.16e-05,0.112,0.862,138.077,180034,False
Bout To Explode,HYPE TOWN DJS,0.918,0.318,-23.066,1,0,0.127,0.0867,0.0,0.086,0.946,95.925,153377,False
Never Knew,HYPE TOWN DJS,0.931,0.437,-18.377,1,1,0.554,0.146,1.31e-06,0.0356,0.856,101.968,178886,False
Muscle Mans,HYPE TOWN DJS,0.724,0.559,-18.911,1,9,0.934,0.0235,1.63e-05,0.04,0.689,65.073,182056,False
Fresh Tip,HYPE TOWN DJS,0.798,0.46,-18.84,1,1,0.911,0.011,0.000316,0.0632,0.752,159.485,182648,False
On The Money,HYPE TOWN DJS,0.838,0.313,-15.557,1,10,0.109,0.000395,1.42e-05,0.0421,0.551,90.969,177586,False
Remember A Thug,HYPE TOWN DJS,0.859,0.243,-14.252,1,0,0.927,0.348,0.0,0.0407,0.84,155.887,178701,False
Run Ya Face,HYPE TOWN DJS,0.901,0.328,-16.749,1,9,0.473,0.263,0.000131,0.0955,0.835,88.993,183066,False
Shoot It Then,HYPE TOWN DJS,0.915,0.371,-13.496,1,0,0.543,0.144,7.9e-06,0.0237,0.675,91.02,176472,False
Switch Flow,HYPE TOWN DJS,0.659,0.236,-22.73,1,8,0.873,0.00134,0.000306,0.0822,0.713,159.351,182517,False
Worst Way,HYPE TOWN DJS,0.617,0.474,-10.759,1,9,0.463,0.0348,0.00199,0.0499,0.821,170.057,177215,False
When Friday Comes - Live,Jonathon Brandmeier,0.537,0.765,-12.418,1,0,0.0469,0.00161,0.00318,0.942,0.737,97.042,279771,False
You Won't See Me on M T V - Live,Jonathon Brandmeier,0.442,0.71,-13.617,1,2,0.0334,0.0721,0.0,0.978,0.915,144.289,258733,False
"How, How, How (The White Boy Blues)",Jonathon Brandmeier,0.439,0.53,-13.936,1,7,0.0728,0.222,0.000156,0.66,0.548,119.951,316687,False
Nothin' in My Mind,Jonathon Brandmeier,0.662,0.703,-12.365,1,7,0.0295,0.00453,0.00369,0.144,0.797,137.948,221107,False
Breakin' up Isn't Hard to Do (With Someone Like You),Jonathon Brandmeier,0.636,0.791,-12.912,0,4,0.0556,0.0839,3.87e-06,0.121,0.565,93.904,238267,False
The Moo-Moo Song - Live,Jonathon Brandmeier,0.307,0.771,-11.59,1,7,0.0589,0.135,0.00187,0.748,0.788,172.38,201081,False
Country Music Star,Jonathon Brandmeier,0.326,0.777,-11.11,1,7,0.049,0.265,0.0,0.0627,0.858,166.677,265618,False
Good Sturdy Woman,Jonathon Brandmeier,0.732,0.72,-12.222,1,0,0.0593,0.125,0.0,0.123,0.905,92.977,268667,False
Making Love in the Aid-Ees,Jonathon Brandmeier,0.448,0.667,-12.612,1,0,0.042,0.197,0.0,0.366,0.727,143.52,215307,False
Sweet Home Chicago - Live,Jonathon Brandmeier,0.626,0.716,-11.447,1,10,0.0589,0.148,0.0,0.0797,0.809,112.464,261150,False
Just Havin' Fun (J.B.THEME) - Live,Jonathon Brandmeier,0.502,0.833,-11.909,1,9,0.0731,0.0315,0.0176,0.981,0.591,122.485,325502,False
We're All Crazy in Chicago - Live,Jonathon Brandmeier,0.348,0.863,-11.92,1,9,0.085,0.0527,0.0,0.434,0.456,152.541,220560,False
J.B Reprise,Jonathon Brandmeier,0.295,0.958,-10.181,1,9,0.0818,0.00505,0.000838,0.645,0.36,163.432,348840,False
Lights Out - Chris Vrenna Mix,P.O.D.,0.588,0.95,-2.022,1,9,0.0978,0.000337,0.00316,0.0657,0.381,99.983,176960,False
"Thought Of Tha Mind ""2021""",D-One Tha Chosen,0.849,0.678,-9.622,0,10,0.107,0.0923,0.0,0.129,0.206,120.054,84000,False
Arráncame La Vida,Conjunto Arroyero,0.808,0.813,-4.324,1,10,0.0458,0.289,0.0,0.334,0.83,123.079,174583,False
Intro,Dat Boi T,0.775,0.513,-10.955,0,5,0.256,0.174,0.000108,0.673,0.459,105.887,69898,False
Legalize,Dat Boi T,0.756,0.558,-10.039,1,1,0.128,0.214,0.0,0.305,0.715,109.261,303170,False
Toda Mi Voda,Dat Boi T,0.613,0.821,-7.931,0,7,0.357,0.0199,0.000583,0.291,0.418,109.166,389225,False
Pacific Palisades,Dat Boi T,0.719,0.371,-11.381,0,6,0.0834,0.18,0.0,0.294,0.239,107.574,228678,False
Can I (Freestyle),Dat Boi T,0.712,0.668,-9.403,1,1,0.111,0.171,1.74e-05,0.315,0.653,106.525,274028,False
First Day (Freestyle),Dat Boi T,0.813,0.407,-9.662,1,1,0.0685,0.0114,0.00012,0.35,0.264,115.975,173000,False
Like a Dream,Dat Boi T,0.778,0.806,-9.97,0,3,0.077,0.17,0.156,0.31,0.761,105.015,224724,False
Profit Police,Dat Boi T,0.821,0.528,-9.432,0,7,0.226,0.175,0.000542,0.503,0.362,142.852,269017,False
H-Town Resident,Dat Boi T,0.807,0.501,-11.07,1,1,0.0848,0.0457,0.00149,0.318,0.624,104.116,299468,False
Smoke On,Dat Boi T,0.796,0.669,-10.179,1,1,0.103,0.0103,0.00887,0.19,0.467,146.21,191571,False
Dgaf,Dat Boi T,0.768,0.511,-11.973,0,6,0.29,0.0481,0.0,0.206,0.53,126.064,293300,False
Man Down,Dat Boi T,0.722,0.607,-9.343,0,6,0.288,0.596,0.0,0.348,0.612,75.591,182003,False
7:13pm in Calabasas,Dat Boi T,0.874,0.59,-8.501,0,1,0.294,0.0716,0.0325,0.355,0.626,80.623,271983,False
25 Lighters,Dat Boi T,0.797,0.439,-7.089,1,0,0.102,0.02,0.0012,0.33,0.0552,104.148,309174,False
Too Playa,Dat Boi T,0.621,0.398,-11.699,0,1,0.365,0.0112,0.00547,0.465,0.334,109.087,228683,False
"Texas Cups, Cali Blunts (Remix)",Dat Boi T,0.747,0.465,-9.398,1,1,0.343,0.0384,0.0,0.0842,0.289,98.188,323535,False
I'm the Essay (Freestyle),Dat Boi T,0.662,0.4,-13.203,1,5,0.239,0.131,3.24e-06,0.313,0.277,90.258,268413,False
True Love Knows No Days,Keshana Riannon,0.535,0.701,-8.317,1,0,0.0381,0.453,0.99,0.304,0.521,140.045,167790,False
Chilena (En Vivo),Juventud Y Sus Teclados,0.822,0.716,-14.106,1,11,0.0534,0.795,0.799,0.0727,0.974,121.019,147213,False
Ranchera,Juventud Y Sus Teclados,0.776,0.614,-10.772,1,6,0.042,0.118,0.000208,0.285,0.88,114.057,226160,False
Tuxa Numa,Juventud Y Sus Teclados,0.515,0.489,-12.988,1,11,0.056,0.48,0.00344,0.226,0.922,198.042,260853,False
La De Aqui,Juventud Y Sus Teclados,0.878,0.397,-10.433,1,9,0.0471,0.413,3.21e-05,0.204,0.877,103.007,197787,False
Te Fuiste,Juventud Y Sus Teclados,0.605,0.505,-10.479,1,6,0.0294,0.382,0.011,0.346,0.692,145.571,252587,False
Chilena 1 (En Vivo),Juventud Y Sus Teclados,0.831,0.442,-14.111,1,11,0.133,0.574,0.889,0.257,0.97,117.098,233080,False
Me Dejaste-Juventud,Juventud Y Sus Teclados,0.611,0.546,-10.376,1,10,0.0302,0.424,0.0139,0.0667,0.832,145.551,275947,False
Chilena 2 (En Vivo),Juventud Y Sus Teclados,0.751,0.503,-12.993,0,0,0.123,0.543,0.82,0.0772,0.976,117.065,208747,False
Chilena Mixteca,Juventud Y Sus Teclados,0.618,0.425,-11.637,1,10,0.0375,0.281,0.00181,0.299,0.954,145.587,227880,False
Es Lo Bueno O Lo Malo,Juventud Y Sus Teclados,0.611,0.523,-9.824,1,11,0.0299,0.344,0.00523,0.334,0.764,145.54,319493,False
Chilena 4 (En Vivo),Juventud Y Sus Teclados,0.391,0.32,-15.685,1,0,0.0523,0.423,0.311,0.301,0.98,203.878,389853,False
Chilena 3 (En Vivo),Juventud Y Sus Teclados,0.386,0.469,-14.838,1,6,0.119,0.639,0.841,0.27,0.973,165.09,191600,False
Art of It All Fast,Ruff Maab,0.83,0.498,-13.337,0,3,0.24,0.309,6.26e-06,0.0937,0.884,98.087,126582,False
Causing Ruckus Fast,Ruff Maab,0.93,0.269,-19.221,1,1,0.283,0.000905,0.0331,0.111,0.262,121.792,111403,False
Cheese Salad Fast,Ruff Maab,0.559,0.712,-11.335,1,6,0.178,0.113,0.264,0.74,0.874,68.481,132685,False
Coolest Moves Fast,Ruff Maab,0.855,0.577,-14.804,0,5,0.234,0.282,0.000879,0.102,0.945,128.835,127643,False
Deals on Fast,Ruff Maab,0.917,0.239,-20.467,0,8,0.734,0.084,1.3e-05,0.0617,0.611,97.94,128885,False
Drive My Whips Fast,Ruff Maab,0.792,0.496,-20.162,1,1,0.491,0.076,0.0043,0.0819,0.962,145.712,123111,False
Early Tap out Fast,Ruff Maab,0.884,0.723,-17.867,1,6,0.201,0.161,0.000135,0.0506,0.965,130.126,124074,False
If You Bout That Fast,Ruff Maab,0.887,0.349,-9.53,1,6,0.213,0.744,7.75e-05,0.11,0.96,131.733,125786,False
Leave Ya Chest Wet Fast,Ruff Maab,0.839,0.281,-21.297,0,3,0.272,0.0948,0.0127,0.0678,0.95,109.228,117636,False
Live in the Flesh Fast,Ruff Maab,0.934,0.76,-12.569,1,6,0.168,0.69,0.0132,0.3,0.965,114.797,117294,False
Loud Noises Fast,Ruff Maab,0.745,0.533,-17.376,1,7,0.753,0.03,0.0,0.217,0.852,81.191,110398,False
Not a Sport Fast,Ruff Maab,0.938,0.568,-19.851,1,1,0.549,0.0265,0.0,0.037,0.876,110.608,126899,False
